column_name	sample_values_truncated
The	Berlin│The│Casablanca│Schindler's│The│Rear│Raiders│The
country_id	Peru│Peru│Peru
OrganisationLabel	Purbeck District Council│Purbeck District Council│Purbeck District Council│Purbeck District Council│Purbeck District Council│Purbeck District Council│Purbeck District Council│Purbeck District Council
interaction_type	RightGate│RightGate│LeftGate│LeftGate│RightGate│RightGate│RightGate│LeftGate
__index_level_23__	and│STRING?)¦│STRING?)¦│MAP?,│graph
lgID	AL│AL│AL│AL│AL│AL│AL│AL
CenterName	GEO│GEO│GEO│GEO│GEO│GEO
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
County	ROBERTSON│LOGAN│LOGAN│WARREN│CLAY│MISSISSIPPI│NEW MADRID│OBION
name	Korwa│Lyria/露莉亚│Worry Wart│Korwa
name	Aberdeenshire│Angus│Argyll│Avon│Ayrshire│Banffshire│Bedfordshire│Berkshire
name	Sinowilsonia│henryi
Status	Operational│Operational│Operational│Operational│Operational│Operational│Operational│Operational
Condition	Fog│Fog│Fog│Fog│Fog│Fog│Fog│Cloudy
Publishers	Land Journal│Land Journal│Land Journal│Land Journal│Land Journal│Land Journal│Land Journal│Land Journal
label	Abdomen│ActiveActionStatus│ActiveNotRecruiting│AerobicActivity│AlbumRelease│AllWheelDriveConfiguration│AnaerobicActivity│Anesthesia
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
message	%s : Вы должны сконфигурировать модуль продаж для компании %s│Должна быть выбрана причина отмены.│АТИ│Принятый кредит│Бухгалтерские доходы
Wind Direction	NE│ENE│NE│Calm│Calm│Calm│Calm│SE
PORTFOLIO	Big_Gas│Big_Gas│Big_Gas│Big_Gas│Big_Gas│Big_Gas│Big_Gas│Beachfront
County	ST. JOSEPH│County│MCDONALD│NEWTON│ST. JOSEPH│SAGINAW│ST. JOSEPH│ELKHART
Race	Age│SENIOR
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
interaction_type	PickedUp│LeftGate│LeftGate│RightGate│RightGate│RightGate│RightGate│RightGate
Race	Cat│Long│NYC│Assoc│Long
Cat4/5	Road│Insurance│Syracuse,NY,04:00:00,MaxPowerCycling│Fayette,NY,04:00:00,Maxpower│Ranch,CO,04:00:00,
county	Marshall County│Marshall County│Marshall County│Marshall County│Marshall County│Marshall County│Marshall County│Marshall County
salutation	mr│ms
Language_ID	psi│pch│pmv│pse│ca│ca│ca│cr
Detector	contextOSE│contextOSE│contextOSE│contextOSE│contextOSE│contextOSE│contextOSE│contextOSE
interaction_type	PickedUp│Pushed│RightGate│RightGate│RightGate│RightGate│RightGate│RightGate
county	Galway│Cork│Cork│Cork│Dublin│Cork│Derry│Cork
Wind	NE│ENE│NE│N│NNE│NNE│NNE│N
country_code_filter	BE│BE│BE│BE│BE│BE│BE│BE
__index_level_42__	From Location Type
Wind Direction	Calm│Calm│Calm│Calm│Calm│Calm│Calm│Calm
Android	?│?│?│No│?│Yes│?│?
MENU_HINT	USA / Delaw (US) 13th Aug│USA / Delaw (US) 13th Aug│USA / Delaw (US) 13th Aug│USA / MountP (US) 13th Aug│USA / MountP (US) 13th Aug│USA / PrIsleD (US) 13th Aug│USA / PrIsleD (US) 13th Aug│USA / PrIsleD (US) 13th Aug
va	VA│VA│VA│VA│VA│VA│VA│VAe
Federal	Circuit│Wear│Northwest│J,Holt,Arroyo│Springs,CO,20:16.8,│Rio│Organic
S3	GLAccountCode
ORowSet	ORowSet│ORowSet│ORowSet│ORowSet│ORowSet│ORowSet│ORowSet│ORowSet
ObjectName	Browser│Hindi│Search│Marati│Search│Google Search│Search│Search
reference_id:excluded	area_1│area_2│area_3
value	Abkhazia│Achinese│Adangme│Adyghe│Afar│Afrihili│Afrikaans│Aghem
Events	Fog│Fog│Fog
Events	Fog│Fog│Fog│Fog│Fog│Fog
Wind Direction	ESE│ESE│ESE│ESE│ESE│ESE│ESE│ESE
country_code_filter	LT│LT│LT│LT│LT│LT│LT│LT
name	Ann Arbor│Back Lake│Contwoyto│Dawson City│Eskimo Point│Fort Chipewyan│Fort Churchill│Fort Simpson
site	bartlettir│bartlettir│bartlettir│bartlettir│bartlettir│bartlettir│bartlettir│bartlettir
Country*	New York│New York│Arizona
Time Question	Zone (A-E)│Zone (A-E)│Zone (A-E)│Zone (A-E)│Zone (A-E)│Zone (A-E)│Zone (A-E)│Zone (A-E)
Events	Fog
Namespace	MatroskaImporter│MatroskaImporter│MatroskaImporter│MatroskaImporter│MatroskaImporter│MatroskaImporter│MatroskaImporter│MatroskaImporter
lgID	NL│NL│AL│AL│AL│AL│AL│AL
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
var1	Polygon│Polygon│Polygon│Polygon│Polygon│Polygon│Polygon│Polygon
County	LEE│County│TAYLOR│SARASOTA│LEE│LEE│LEE│DESOTO
Wind Direction	WSW│WSW│WSW│SSW│SW│SW│SW│SW
Wind Direction	SSW│SSW│SW│SSW│South│SSW│SSW│SSW
System Creator	egdunham│egdunham│egdunham│egdunham│egdunham│egdunham│egdunham│egdunham
Wind Direction	Calm│Calm│Calm│Calm│East│NW│North│Calm
.bss_flags	WA│WA│WA
Code	US-AL│US-AK│US-AZ│US-AR│US-CA│US-CO│US-CT│US-DE
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
TEAM_CITY	Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland
Wind Direction	SSW│SW│SW│WSW│WSW│WSW│SW│WSW
Species min value	Median│Median│Median
value	ارمني│ازبکي│الماني│انګلیسي│ایټالوي│بلوڅي│پښتو│پورتګالي
country_id	Peru│Peru│Peru
domain	TS│TS│TS│TS│TS│TS│TS│TS
interaction_type	RightGate│LeftGate│RightGate│RightGate│LeftGate│RightGate│RightGate│LeftGate
arg1_topic	['sport']│['sport']│['sport']│['entertainment']
Events	Fog│Fog│Fog│Fog│Fog│Fog
Wind Direction	Calm│Calm│Calm│Calm│Calm│NNW│NNW│NNE
scaled_input_race	White│White│White│White│Asian-Pac-Islander
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
interaction_type	PickedUp│Pushed│LeftGate│LeftGate│LeftGate│LeftGate│PickedUp│LeftGate
Q32	"Regardless of your previous answer, how would you describe your │{""ImportId"":""QID8""}│White│White│White│White│White│White,Native American or First Nations"
denominazione_regione	Abruzzo│Abruzzo│Abruzzo│Abruzzo│Abruzzo│Basilicata│Basilicata│Basilicata
SequenceWindowClosure	ClosedByDeadzone│ClosedByDeadzone│ClosedByDeadzone│ClosedByDeadzone│ClosedByDeadzone│ClosedByDeadzone
Method	Main│Main│Main│Main│Main│Main│Main│Main
TEAM_CITY	Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Component	Californium│Californium│Californium│Californium│Californium│Californium│Scandium│Californium
to	in│to│transport│his
topic_description	FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE│FAMILY_LIFE
Wind Direction	WSW│Calm│East│South│South│SSE│South│SSE
OrganisationLabel	North Norfolk District Council│North Norfolk District Council│North Norfolk District Council│North Norfolk District Council│North Norfolk District Council│North Norfolk District Council│North Norfolk District Council│North Norfolk District Council
town_map_darkelf_t00	town_map_darkelf_t00│town_map_dwarf_t00│town_map_dwarf_t00│town_map_dwarf_t00│town_map_elf_t00│town_map_elf_t00│town_map_elf_t00│town_map_talking_t00
STXC	Country│Team
State/Territory	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
Namespace	Forge.Utilities│Forge.Utilities│Forge.Utilities│Forge.Utilities│Forge.Utilities│Forge.Utilities│Forge.Utilities│Forge.Utilities
-.1	from│Archers│BARBARIAN│BARBARIANS│ARCHERS│ARCHERS│BARBARIANS
Provider State	DC│DC│DC│DC│DC│DC│DC│DC
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
name	Addepar│AeroFS│Affirm Delphix│Airbnb│AirWar│Akamai│Alarm.com│Amazon
created_by	LH│LH│LH│OS│LH│LH│LH│MG
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
wrong	MC-SENT│MC-SENT│MC-SENT│MC-SENT│MC-SENT│MC-SENT│MC-SENT│MC-SENT
interaction_type	Pushed│LeftGate│RightGate│RightGate│PickedUp│RightGate│RightGate│RightGate
обект	име
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Wind Direction	ENE│Calm│Calm│Calm│Calm│ESE│SE│SE
Wind Direction	SSE│South│Calm│Calm│Calm│Calm│Calm│Calm
Namespace	ARKitAudio│ARKitAudio│ARKitAudio│ARKitAudio│ARKitAudio│ARKitAudio│ARKitAudio│ARKitAudio
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
parent:place WHERE reference_id=COL_VAL	district_3│district_3│district_3│district_3│district_3│district_3│district_3│district_3
model_id:id	model_wiki_wiki│model_wiki_groups│model_wiki_wiki│model_wiki_groups│model_wiki_wiki_history│model_wiki_wiki│model_wiki_wiki
Series	Men│Endurance│Cities│Men
24	Hour
lgID	NL│NL│AL│AL│AL│AL│AL│AL
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
name	Stenhammaria│maritima
Aa	Abacus│Abbey│Abdomen│Ability│Abolishment│Ab│Accele│Accele
New Region Structure	New Region Structure│New Region Structure│New Region Structure│New Region Structure│New Region Structure│New Region Structure│New Region Structure│Quebec
topic_description	WEATHER_CLIMATE│WEATHER_CLIMATE│WEATHER_CLIMATE│WEATHER_CLIMATE│WEATHER_CLIMATE│WEATHER_CLIMATE│WEATHER_CLIMATE│WEATHER_CLIMATE
parentLabel	Community│Community│Community administrative information│Assets│Assets│Assets
County	County│CLAY│BANKS│GREENVILLE│County│TALLADEGA│MCDOWELL│TALLADEGA
Wind Direction	ENE│ENE│ENE│ENE│ENE│NE│NE│NE
User ID	US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco
pruefer_original	TB│TB│TB│TB│TB│NR│NR│SW
TEAM_CITY	Utah│Utah│Utah│Utah│Utah│Utah│Utah│Utah
Input.word2	Jaws│Jaws│Jaws│Jaws│Jaws│Jaws│Jaws│Jaws
TEAM_CITY	Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee
was_home	Hernandezfort│New Scott│South Rebecca│Angelaborough│North Bryanbury│Sawyerbury│Port Tammyhaven│Middletonport
County	Berkeley│Wood│Roane│Harrison│Nicholas│Jackson│Greenbrier│Mercer
Wind Direction	Calm│NW│Calm│Calm│NNW│Calm│North│NNE
venue_state	CA│MA│MA│MA
Race_ethnicity	white│white/asian│white │white │white│white│white │white 
Wind Direction	ENE│ENE│ENE│NE│Calm│East│East│ENE
studySub	Barrett│Barrett│Barrett│Barrett│Barrett│Barrett│Bedford│Bedford
code	CHEAONE│CHEATWO│CHOONE│CHOTWO
Namespace	Akka.Persistence.Query│Akka.Persistence.Query│Akka.Persistence.Query│Akka.Persistence.Query│Akka.Persistence.Query│Akka.Persistence.Query
TEAM_CITY	Houston│Houston│Houston│Houston│Houston│Houston│Houston│Houston
TEAM_CITY	Washington│Washington│Washington│Washington│Washington│Washington│Washington│Washington
Race Desc	White│Asian│White│White│White│White│Asian│White
The_1	The│DETERIORATION│million,│in│share,│share,│or│share,
ordenvalido	Caryophyllales│Caryophyllales│Caryophyllales
Wind Direction	South│WSW│Calm│Calm│Calm│WSW│West│NW
Source	Aegon-I-Targaryen│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
name	Rhodesia│subtecta
__index_level_43__	To Location│EU (Ireland)
search_term	Tidal Datums│Tidal Datums│Tidal Datums│Tidal Datums│Tidal Datums│Tidal Datums│Tidal Datums│Tidal Datums
Sacramento	Cyclo-cross│Giant/Specialized│Rosa,CA,56:47:00,Focus│Luis│Dorado│reno│Masters
dominant_object	Hand│Hand│Hand│Hand│Hand│Hand│HandToWrist
Wind Direction	South│South│South│South│SSE│South│South│South
TEAM_CITY	Utah│Utah│Utah│Utah│Utah│Utah│Utah│Utah
DRM	 DRM │ No 
Lookout	Hill│C,Kyer,Boulder,CO,16:43.1,UCI│Organic│J,Burleigh,Edgewater│Fit│Boom│Fit
V26	orderPres│1│2│3│4│5
Wind Direction	SSE│SE│SSE│South│South│South│South│South
-.1	from│Archers│BARBARIAN│BARBARIANS│ARCHERS│ARCHERS│BARBARIANS
TEAM	Arrow│Arrow│Arrow│Arrow│Arrow│Arrow│Becker│Becker
Product	BPMN2Modeler│BPMN2Modeler│BPMN2Modeler│BPMN2Modeler│BPMN2Modeler│BPMN2Modeler│BPMN2Modeler│BPMN2Modeler
of	and│OS│in
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
six	Dunston│Buechele│Buechele│Buechele│Johnson│Dunston│Dunston│Dunston
__index_level_1__	Marathon│Marathon│Marathon│Marathon│Marathon│Marathon│Marathon│Marathon
__index_level_29__	total)│of│of│people)
name	Australian Capital Territory│New South Wales│Northern Territory│Queensland│South Australia│Tasmania│Victoria│Western Australia
Wind Direction	ENE│ENE│ENE│ENE│ENE│East│East│East
folder_owner_addrprovince	TX│TX│TX│HI│HI│TX│TX
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
value	Abchazisch│Adangme│Adygees│Afaan Oromo│Afar│Afrihili│Afrikaans│Aghem
Wind Direction	SW│SE│Calm│South│Calm│Calm│Calm│Calm
Steward	geo│geo│geo
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
Wind Direction	East│East│East│East│ESE│SE│East│Calm
Jug	Country│Racing│Country
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
interaction_type	PickedUp│RightGate│RightGate│LeftGate│RightGate│RightGate│LeftGate│RightGate
name	Andra Anderson's Area│Brinda Bush's Area│Charlie Coste's Area
County	County│TAYLOR│COLLIN│HASKELL│LAMAR│MIDLAND│County│TAYLOR
group3:signs_symptoms_final_illness:id3B115	moderate│severe
Location	2 ENE GARDENDALE│2 S ELYSIAN│2 SSW LYTLE│3 NNW DEVINE│2 ESE LACOSTE│UNIONTOWN│Location│5 E TULSA
__index_level_2__	Line│1
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Implementation smell	Long Parameter List│Long Parameter List│Long Parameter List│Long Parameter List│Long Parameter List│Long Parameter List│Long Parameter List│Long Parameter List
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Heritage	Cyclo-cross│Lake,IL,,│Head│Cycling│Cycling│Factory
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
state.name	Alabama│Alabama│Alaska│Alaska│Arizona│Arizona│Arkansas│Arkansas
Wind Direction	Variable│SE│SE│South│Variable│South│South│South
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
County	Clark│Marshall│Pennington│Aurora│Hamlin│Charles Mix│Pennington│Pennington
name	Lahia│kutejensis
country_name_filter	Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
interaction_type	PickedUp│RightGate│RightGate│RightGate│LeftGate│RightGate│LeftGate│RightGate
interaction_type	PickedUp│RightGate│RightGate│RightGate│RightGate│RightGate│RightGate│RightGate
TEAM_CITY	Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles
Namespace	CloudEditor│CloudEditor│CloudEditor│CloudEditor│CloudEditor│CloudEditor│CloudEditor│CloudEditor
lgID	NL│NL│AL│AL│AL│AL│AL│AL
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
cs5Label	Other info│Other info│Other info
Wind Direction	SSE│Calm│Calm│Calm│Calm│Calm│SW│SSW
